Time (s) Run #1,Position (mm) Run #1,Light Intensity (%) Run #1,Log of Light Intensity Run #1,,,,"ampiezza fenditure: 0,16 mm"
"12,26","37,54","0,9","1,9",,,,
"12,28","37,59","0,9",2,,,,
"12,3","37,64","0,9","1,9",,,,
"12,32","37,71","0,9",2,,,,
"12,34","37,77","0,9",2,,,,
"12,36","37,84","0,9",2,,,,
"12,38","37,92","0,9","1,9",,,,
"12,4",38,"0,9","1,9",,,,
"12,42","38,08","0,9","1,9",,,,
"12,44","38,17","0,9","1,9",,,,
"12,46","38,25","0,9","1,9",,,,
"12,48","38,33","0,9","1,9",,,,
"12,5","38,43","0,9","1,9",,,,
"12,52","38,51","0,8","1,9",,,,
"12,54","38,6","0,8","1,9",,,,
"12,56","38,69","0,8","1,9",,,,
"12,58","38,77","0,8","1,9",,,,
"12,6","38,85","0,8","1,9",,,,
"12,62","38,91","0,8","1,9",,,,
"12,64","38,97","0,8","1,9",,,,
"12,66","39,04","0,8","1,9",,,,
"12,68","39,1","0,8","1,9",,,,
"12,7","39,17","0,8","1,9",,,,
"12,72","39,24","0,8","1,9",,,,
"12,74","39,3","0,8","1,9",,,,
"12,76","39,36","0,8","1,9",,,,
"12,78","39,42","0,8","1,9",,,,
"12,8","39,48","0,8","1,9",,,,
"12,82","39,54","0,8","1,9",,,,
"12,84","39,6","0,8","1,9",,,,
"12,86","39,65","0,8","1,9",,,,
"12,88","39,72","0,8","1,9",,,,
"12,9","39,8","0,8","1,9",,,,
"12,92","39,86","0,8","1,9",,,,
"12,94","39,93","0,8","1,9",,,,
"12,96","40,01","0,8","1,9",,,,
"12,98","40,09","0,8","1,9",,,,
13,"40,18","0,9","1,9",,,,
"13,02","40,27","0,8","1,9",,,,
"13,04","40,37","0,9","1,9",,,,
"13,06","40,46","0,9","1,9",,,,
"13,08","40,55","0,9","1,9",,,,
"13,1","40,64","0,9","1,9",,,,
"13,12","40,73","0,9",2,,,,
"13,14","40,81","0,9",2,,,,
"13,16","40,9","0,9",2,,,,
"13,18","40,98","0,9",2,,,,
"13,2","41,07","0,9",2,,,,
"13,22","41,15","0,9",2,,,,
"13,24","41,23","0,9",2,,,,
"13,26","41,3","0,9",2,,,,
"13,28","41,37","0,9",2,,,,
"13,3","41,44","0,9",2,,,,
"13,32","41,51","0,9",2,,,,
"13,34","41,58","0,9",2,,,,
"13,36","41,65","0,9",2,,,,
"13,38","41,73","0,9","1,9",,,,
"13,4","41,8","0,9","1,9",,,,
"13,42","41,89","0,9","1,9",,,,
"13,44","41,97","0,9","1,9",,,,
"13,46","42,07","0,9","1,9",,,,
"13,48","42,17","0,9","1,9",,,,
"13,5","42,27","0,8","1,9",,,,
"13,52","42,39","0,8","1,9",,,,
"13,54","42,5","0,8","1,9",,,,
"13,56","42,62","0,8","1,9",,,,
"13,58","42,73","0,8","1,9",,,,
"13,6","42,84","0,8","1,9",,,,
"13,62","42,95","0,8","1,9",,,,
"13,64","43,06","0,8","1,9",,,,
"13,66","43,17","0,8","1,9",,,,
"13,68","43,27","0,8","1,9",,,,
"13,7","43,36","0,8","1,9",,,,
"13,72","43,45","0,8","1,9",,,,
"13,74","43,52","0,8","1,9",,,,
"13,76","43,59","0,9","1,9",,,,
"13,78","43,66","0,9","1,9",,,,
"13,8","43,72","0,9","1,9",,,,
"13,82","43,78","0,9","1,9",,,,
"13,84","43,84","0,9","1,9",,,,
"13,86","43,91","0,9",2,,,,
"13,88","43,98","0,9",2,,,,
"13,9","44,05","0,9",2,,,,
"13,92","44,12","0,9",2,,,,
"13,94","44,19","0,9",2,,,,
"13,96","44,25","0,9",2,,,,
"13,98","44,31","0,9",2,,,,
14,"44,36","0,9",2,,,,
"14,02","44,42",1,2,,,,
"14,04","44,48","0,9",2,,,,
"14,06","44,54","0,9",2,,,,
"14,08","44,6","0,9",2,,,,
"14,1","44,66","0,9",2,,,,
"14,12","44,71","0,9",2,,,,
"14,14","44,77","0,9",2,,,,
"14,16","44,82","0,9",2,,,,
"14,18","44,87","0,9",2,,,,
"14,2","44,93","0,9",2,,,,
"14,22","44,98","0,9",2,,,,
"14,24","45,05","0,9",2,,,,
"14,26","45,11","0,9",2,,,,
"14,28","45,18","0,9",2,,,,
"14,3","45,25","0,9",2,,,,
"14,32","45,32","0,9",2,,,,
"14,34","45,4","0,9",2,,,,
"14,36","45,48","0,9","1,9",,,,
"14,38","45,56","0,9","1,9",,,,
"14,4","45,64","0,9","1,9",,,,
"14,42","45,72","0,9","1,9",,,,
"14,44","45,8","0,9","1,9",,,,
"14,46","45,88","0,8","1,9",,,,
"14,48","45,95","0,8","1,9",,,,
"14,5","46,02","0,8","1,9",,,,
"14,52","46,09","0,8","1,9",,,,
"14,54","46,15","0,8","1,9",,,,
"14,56","46,21","0,8","1,9",,,,
"14,58","46,27","0,8","1,9",,,,
"14,6","46,33","0,8","1,9",,,,
"14,62","46,38","0,8","1,9",,,,
"14,64","46,44","0,8","1,9",,,,
"14,66","46,49","0,8","1,9",,,,
"14,68","46,55","0,8","1,9",,,,
"14,7","46,61","0,8","1,9",,,,
"14,72","46,68","0,8","1,9",,,,
"14,74","46,75","0,8","1,9",,,,
"14,76","46,82","0,8","1,9",,,,
"14,78","46,9","0,8","1,9",,,,
"14,8","46,98","0,8","1,9",,,,
"14,82","47,07","0,8","1,9",,,,
"14,84","47,16","0,9","1,9",,,,
"14,86","47,25","0,9","1,9",,,,
"14,88","47,34","0,9","1,9",,,,
"14,9","47,43","0,9",2,,,,
"14,92","47,52","0,9",2,,,,
"14,94","47,61","0,9",2,,,,
"14,96","47,68","0,9",2,,,,
"14,98","47,76","0,9",2,,,,
15,"47,81","0,9",2,,,,
"15,02","47,84","0,9",2,,,,
"15,04","47,86","0,9",2,,,,
"15,06","47,87",1,2,,,,
"15,08","47,88",1,2,,,,
"15,1","47,89",1,2,,,,
"15,12","47,9","0,9",2,,,,
"15,14","47,92",1,2,,,,
"15,16","47,95",1,2,,,,
"15,18","47,98",1,2,,,,
"15,2","48,03",1,2,,,,
"15,22","48,07",1,2,,,,
"15,24","48,13",1,2,,,,
"15,26","48,19",1,2,,,,
"15,28","48,26",1,2,,,,
"15,3","48,34",1,2,,,,
"15,32","48,43",1,2,,,,
"15,34","48,53",1,2,,,,
"15,36","48,63",1,2,,,,
"15,38","48,75",1,2,,,,
"15,4","48,86",1,2,,,,
"15,42","48,95","0,9",2,,,,
"15,44","49,03","0,9",2,,,,
"15,46","49,11","0,9",2,,,,
"15,48","49,19","0,9",2,,,,
"15,5","49,28","0,9",2,,,,
"15,52","49,37","0,9","1,9",,,,
"15,54","49,46","0,9","1,9",,,,
"15,56","49,56","0,9","1,9",,,,
"15,58","49,65","0,8","1,9",,,,
"15,6","49,75","0,8","1,9",,,,
"15,62","49,84","0,8","1,9",,,,
"15,64","49,93","0,8","1,9",,,,
"15,66","50,01","0,8","1,9",,,,
"15,68","50,09","0,8","1,9",,,,
"15,7","50,16","0,8","1,9",,,,
"15,72","50,23","0,8","1,9",,,,
"15,74","50,31","0,8","1,9",,,,
"15,76","50,39","0,8","1,9",,,,
"15,78","50,47","0,8","1,9",,,,
"15,8","50,55","0,8","1,9",,,,
"15,82","50,64","0,9","1,9",,,,
"15,84","50,73","0,9","1,9",,,,
"15,86","50,81","0,9","1,9",,,,
"15,88","50,91","0,9","1,9",,,,
"15,9",51,"0,9",2,,,,
"15,92","51,1","0,9",2,,,,
"15,94","51,2","0,9",2,,,,
"15,96","51,3",1,2,,,,
"15,98","51,4",1,2,,,,
16,"51,51",1,2,,,,
"16,02","51,61",1,2,,,,
"16,04","51,7",1,2,,,,
"16,06","51,8",1,2,,,,
"16,08","51,9",1,2,,,,
"16,1","51,99",1,2,,,,
"16,12","52,07",1,2,,,,
"16,14","52,15",1,2,,,,
"16,16","52,23",1,2,,,,
"16,18","52,3",1,2,,,,
"16,2","52,37",1,2,,,,
"16,22","52,45",1,2,,,,
"16,24","52,52",1,2,,,,
"16,26","52,59",1,2,,,,
"16,28","52,67",1,2,,,,
"16,3","52,74","0,9",2,,,,
"16,32","52,81","0,9",2,,,,
"16,34","52,88","0,9",2,,,,
"16,36","52,94","0,9",2,,,,
"16,38","52,99","0,9","1,9",,,,
"16,4","53,04","0,9","1,9",,,,
"16,42","53,09","0,9","1,9",,,,
"16,44","53,14","0,9","1,9",,,,
"16,46","53,19","0,8","1,9",,,,
"16,48","53,26","0,8","1,9",,,,
"16,5","53,35","0,8","1,9",,,,
"16,52","53,45","0,8","1,9",,,,
"16,54","53,56","0,8","1,9",,,,
"16,56","53,67","0,8","1,9",,,,
"16,58","53,78","0,8","1,9",,,,
"16,6","53,87","0,8","1,9",,,,
"16,62","53,95","0,8","1,9",,,,
"16,64","54,03","0,8","1,9",,,,
"16,66","54,12","0,8","1,9",,,,
"16,68","54,21","0,9","1,9",,,,
"16,7","54,3","0,9","1,9",,,,
"16,72","54,39","0,9",2,,,,
"16,74","54,48","0,9",2,,,,
"16,76","54,57","0,9",2,,,,
"16,78","54,65",1,2,,,,
"16,8","54,73",1,2,,,,
"16,82","54,81",1,2,,,,
"16,84","54,88",1,2,,,,
"16,86","54,96",1,2,,,,
"16,88","55,04",1,2,,,,
"16,9","55,13","1,1",2,,,,
"16,92","55,23","1,1",2,,,,
"16,94","55,34","1,1",2,,,,
"16,96","55,45","1,1",2,,,,
"16,98","55,57","1,1",2,,,,
17,"55,68","1,1",2,,,,
"17,02","55,8","1,1",2,,,,
"17,04","55,91","1,1",2,,,,
"17,06","56,02",1,2,,,,
"17,08","56,13",1,2,,,,
"17,1","56,24",1,2,,,,
"17,12","56,34",1,2,,,,
"17,14","56,44",1,2,,,,
"17,16","56,54","0,9",2,,,,
"17,18","56,64","0,9",2,,,,
"17,2","56,74","0,9","1,9",,,,
"17,22","56,83","0,9","1,9",,,,
"17,24","56,92","0,8","1,9",,,,
"17,26","57,01","0,8","1,9",,,,
"17,28","57,1","0,8","1,9",,,,
"17,3","57,19","0,8","1,9",,,,
"17,32","57,27","0,8","1,9",,,,
"17,34","57,34","0,8","1,9",,,,
"17,36","57,41","0,8","1,9",,,,
"17,38","57,47","0,8","1,9",,,,
"17,4","57,52","0,8","1,9",,,,
"17,42","57,58","0,8","1,9",,,,
"17,44","57,64","0,8","1,9",,,,
"17,46","57,71","0,8","1,9",,,,
"17,48","57,77","0,9","1,9",,,,
"17,5","57,85","0,9","1,9",,,,
"17,52","57,92","0,9",2,,,,
"17,54",58,"0,9",2,,,,
"17,56","58,08",1,2,,,,
"17,58","58,16",1,2,,,,
"17,6","58,23",1,2,,,,
"17,62","58,29",1,2,,,,
"17,64","58,35","1,1",2,,,,
"17,66","58,41","1,1",2,,,,
"17,68","58,47","1,1",2,,,,
"17,7","58,54","1,1",2,,,,
"17,72","58,62","1,1","2,1",,,,
"17,74","58,69","1,2","2,1",,,,
"17,76","58,76","1,2","2,1",,,,
"17,78","58,83","1,2","2,1",,,,
"17,8","58,89","1,2","2,1",,,,
"17,82","58,95","1,2","2,1",,,,
"17,84",59,"1,2","2,1",,,,
"17,86","59,06","1,2","2,1",,,,
"17,88","59,13","1,2","2,1",,,,
"17,9","59,21","1,2","2,1",,,,
"17,92","59,29","1,3","2,1",,,,
"17,94","59,38","1,2","2,1",,,,
"17,96","59,46","1,2","2,1",,,,
"17,98","59,56","1,2","2,1",,,,
18,"59,64","1,2","2,1",,,,
"18,02","59,72","1,2","2,1",,,,
"18,04","59,81","1,1","2,1",,,,
"18,06","59,91","1,1",2,,,,
"18,08",60,"1,1",2,,,,
"18,1","60,09",1,2,,,,
"18,12","60,19",1,2,,,,
"18,14","60,29","0,9",2,,,,
"18,16","60,39","0,9",2,,,,
"18,18","60,5","0,9","1,9",,,,
"18,2","60,6","0,8","1,9",,,,
"18,22","60,71","0,8","1,9",,,,
"18,24","60,81","0,8","1,9",,,,
"18,26","60,91","0,8","1,9",,,,
"18,28","61,01","0,8","1,9",,,,
"18,3","61,1","0,8","1,9",,,,
"18,32","61,19","0,8","1,9",,,,
"18,34","61,27","0,8","1,9",,,,
"18,36","61,35","0,9","1,9",,,,
"18,38","61,42","0,9","1,9",,,,
"18,4","61,49","0,9",2,,,,
"18,42","61,56","0,9",2,,,,
"18,44","61,62",1,2,,,,
"18,46","61,68",1,2,,,,
"18,48","61,75",1,2,,,,
"18,5","61,81","1,1",2,,,,
"18,52","61,87","1,1",2,,,,
"18,54","61,94","1,2","2,1",,,,
"18,56",62,"1,2","2,1",,,,
"18,58","62,07","1,2","2,1",,,,
"18,6","62,14","1,3","2,1",,,,
"18,62","62,22","1,3","2,1",,,,
"18,64","62,3","1,4","2,1",,,,
"18,66","62,38","1,4","2,1",,,,
"18,68","62,45","1,4","2,2",,,,
"18,7","62,52","1,4","2,2",,,,
"18,72","62,59","1,5","2,2",,,,
"18,74","62,67","1,5","2,2",,,,
"18,76","62,74","1,5","2,2",,,,
"18,78","62,81","1,5","2,2",,,,
"18,8","62,9","1,5","2,2",,,,
"18,82","62,99","1,5","2,2",,,,
"18,84","63,08","1,5","2,2",,,,
"18,86","63,19","1,4","2,2",,,,
"18,88","63,32","1,4","2,1",,,,
"18,9","63,46","1,3","2,1",,,,
"18,92","63,58","1,2","2,1",,,,
"18,94","63,69","1,1","2,1",,,,
"18,96","63,77","1,1",2,,,,
"18,98","63,85","1,1",2,,,,
19,"63,91",1,2,,,,
"19,02","63,98",1,2,,,,
"19,04","64,05","0,9",2,,,,
"19,06","64,14","0,9","1,9",,,,
"19,08","64,23","0,8","1,9",,,,
"19,1","64,31","0,8","1,9",,,,
"19,12","64,38","0,8","1,9",,,,
"19,14","64,46","0,8","1,9",,,,
"19,16","64,55","0,8","1,9",,,,
"19,18","64,63","0,8","1,9",,,,
"19,2","64,71","0,8","1,9",,,,
"19,22","64,79","0,9","1,9",,,,
"19,24","64,88","0,9",2,,,,
"19,26","64,97",1,2,,,,
"19,28","65,06",1,2,,,,
"19,3","65,15","1,1","2,1",,,,
"19,32","65,24","1,2","2,1",,,,
"19,34","65,33","1,3","2,1",,,,
"19,36","65,42","1,4","2,1",,,,
"19,38","65,5","1,5","2,2",,,,
"19,4","65,59","1,6","2,2",,,,
"19,42","65,67","1,7","2,2",,,,
"19,44","65,76","1,8","2,2",,,,
"19,46","65,85","1,9","2,3",,,,
"19,48","65,94",2,"2,3",,,,
"19,5","66,03",2,"2,3",,,,
"19,52","66,12","2,1","2,3",,,,
"19,54","66,22","2,1","2,3",,,,
"19,56","66,32","2,2","2,3",,,,
"19,58","66,42","2,2","2,3",,,,
"19,6","66,53","2,2","2,3",,,,
"19,62","66,64","2,1","2,3",,,,
"19,64","66,76","2,1","2,3",,,,
"19,66","66,88",2,"2,3",,,,
"19,68","66,99","1,9","2,3",,,,
"19,7","67,11","1,8","2,2",,,,
"19,72","67,23","1,7","2,2",,,,
"19,74","67,35","1,6","2,2",,,,
"19,76","67,45","1,4","2,2",,,,
"19,78","67,54","1,3","2,1",,,,
"19,8","67,63","1,3","2,1",,,,
"19,82","67,7","1,2","2,1",,,,
"19,84","67,75","1,2","2,1",,,,
"19,86","67,8","1,1","2,1",,,,
"19,88","67,84","1,1","2,1",,,,
"19,9","67,88","1,1","2,1",,,,
"19,92","67,92","1,1",2,,,,
"19,94","67,96","1,1",2,,,,
"19,96","68,01","1,1",2,,,,
"19,98","68,08","1,1",2,,,,
20,"68,16","1,1",2,,,,
"20,02","68,26","1,1",2,,,,
"20,04","68,37","1,2","2,1",,,,
"20,06","68,5","1,4","2,1",,,,
"20,08","68,62","1,5","2,2",,,,
"20,1","68,73","1,7","2,2",,,,
"20,12","68,83","1,9","2,3",,,,
"20,14","68,91","2,2","2,3",,,,
"20,16","68,98","2,4","2,4",,,,
"20,18","69,05","2,5","2,4",,,,
"20,2","69,13","2,7","2,4",,,,
"20,22","69,21",3,"2,5",,,,
"20,24","69,28","3,2","2,5",,,,
"20,26","69,36","3,5","2,5",,,,
"20,28","69,44","3,8","2,6",,,,
"20,3","69,51","3,9","2,6",,,,
"20,32","69,57","4,1","2,6",,,,
"20,34","69,64","4,4","2,6",,,,
"20,36","69,71","4,5","2,7",,,,
"20,38","69,79","4,7","2,7",,,,
"20,4","69,86","4,8","2,7",,,,
"20,42","69,94",5,"2,7",,,,
"20,44","70,02","5,2","2,7",,,,
"20,46","70,11","5,3","2,7",,,,
"20,48","70,2","5,2","2,7",,,,
"20,5","70,3","5,2","2,7",,,,
"20,52","70,41","5,2","2,7",,,,
"20,54","70,52","5,1","2,7",,,,
"20,56","70,63","4,8","2,7",,,,
"20,58","70,75","4,4","2,6",,,,
"20,6","70,87",4,"2,6",,,,
"20,62","70,99","3,6","2,6",,,,
"20,64","71,09","3,1","2,5",,,,
"20,66","71,2","2,6","2,4",,,,
"20,68","71,31","2,2","2,3",,,,
"20,7","71,43","1,7","2,2",,,,
"20,72","71,55","1,3","2,1",,,,
"20,74","71,66",1,2,,,,
"20,76","71,78","0,9","1,9",,,,
"20,78","71,89","0,9",2,,,,
"20,8","72,01","1,2","2,1",,,,
"20,82","72,11","1,7","2,2",,,,
"20,84","72,21","2,4","2,4",,,,
"20,86","72,3","3,3","2,5",,,,
"20,88","72,39","4,4","2,6",,,,
"20,9","72,47","5,6","2,7",,,,
"20,92","72,54","6,9","2,8",,,,
"20,94","72,62","8,3","2,9",,,,
"20,96","72,7","10,1",3,,,,
"20,98","72,78","12,2","3,1",,,,
21,"72,86","14,3","3,2",,,,
"21,02","72,94","16,4","3,2",,,,
"21,04","73,03","18,8","3,3",,,,
"21,06","73,12","21,8","3,3",,,,
"21,08","73,22","25,3","3,4",,,,
"21,1","73,32","28,9","3,5",,,,
"21,12","73,41","32,7","3,5",,,,
"21,14","73,5","36,7","3,6",,,,
"21,16","73,58",40,"3,6",,,,
"21,18","73,66","43,2","3,6",,,,
"21,2","73,75",47,"3,7",,,,
"21,22","73,83","50,9","3,7",,,,
"21,24","73,91","54,3","3,7",,,,
"21,26",74,"57,9","3,8",,,,
"21,28","74,1","62,5","3,8",,,,
"21,3","74,19",67,"3,8",,,,
"21,32","74,25","69,7","3,8",,,,
"21,34","74,3","70,7","3,8",,,,
"21,36","74,35",72,"3,9",,,,
"21,38","74,41","74,7","3,9",,,,
"21,4","74,48","77,5","3,9",,,,
"21,42","74,55","79,8","3,9",,,,
"21,44","74,62","81,4","3,9",,,,
"21,46","74,69","82,9","3,9",,,,
"21,48","74,78",85,"3,9",,,,
"21,5","74,87","87,4","3,9",,,,
"21,52","74,95","88,7","3,9",,,,
"21,54","75,03","88,9","3,9",,,,
"21,56","75,12","89,4",4,,,,
"21,58","75,2","90,3",4,,,,
"21,6","75,29","90,5",4,,,,
"21,62","75,38","89,7",4,,,,
"21,64","75,46","88,9","3,9",,,,
"21,66","75,54","88,2","3,9",,,,
"21,68","75,62",87,"3,9",,,,
"21,7","75,7","85,5","3,9",,,,
"21,72","75,78",84,"3,9",,,,
"21,74","75,86","82,1","3,9",,,,
"21,76","75,94","79,8","3,9",,,,
"21,78","76,01","77,7","3,9",,,,
"21,8","76,09","75,5","3,9",,,,
"21,82","76,17","72,9","3,9",,,,
"21,84","76,25","69,9","3,8",,,,
"21,86","76,32","66,8","3,8",,,,
"21,88","76,4",64,"3,8",,,,
"21,9","76,48","60,9","3,8",,,,
"21,92","76,56","57,6","3,8",,,,
"21,94","76,64","54,3","3,7",,,,
"21,96","76,72","51,2","3,7",,,,
"21,98","76,8","48,1","3,7",,,,
22,"76,87","44,8","3,7",,,,
"22,02","76,95","41,4","3,6",,,,
"22,04","77,03","38,4","3,6",,,,
"22,06","77,1","35,6","3,6",,,,
"22,08","77,17","32,8","3,5",,,,
"22,1","77,24",30,"3,5",,,,
"22,12","77,31","27,7","3,4",,,,
"22,14","77,37","25,6","3,4",,,,
"22,16","77,43","23,7","3,4",,,,
"22,18","77,49","21,8","3,3",,,,
"22,2","77,55","20,1","3,3",,,,
"22,22","77,6","18,5","3,3",,,,
"22,24","77,66",17,"3,2",,,,
"22,26","77,72","15,5","3,2",,,,
"22,28","77,78","13,8","3,1",,,,
"22,3","77,85","12,3","3,1",,,,
"22,32","77,93","10,9",3,,,,
"22,34","78,01","9,2",3,,,,
"22,36","78,1","7,4","2,9",,,,
"22,38","78,19","5,9","2,8",,,,
"22,4","78,3","4,7","2,7",,,,
"22,42","78,41","3,4","2,5",,,,
"22,44","78,53","2,2","2,3",,,,
"22,46","78,64","1,5","2,2",,,,
"22,48","78,76","1,2","2,1",,,,
"22,5","78,87","0,9","1,9",,,,
"22,52","78,96","0,8","1,9",,,,
"22,54","79,04","0,9","1,9",,,,
"22,56","79,13",1,2,,,,
"22,58","79,22","1,2","2,1",,,,
"22,6","79,32","1,4","2,2",,,,
"22,62","79,43","1,8","2,3",,,,
"22,64","79,55","2,4","2,4",,,,
"22,66","79,65","2,8","2,5",,,,
"22,68","79,75","3,2","2,5",,,,
"22,7","79,85","3,6","2,6",,,,
"22,72","79,93","3,9","2,6",,,,
"22,74",80,"4,2","2,6",,,,
"22,76","80,08","4,4","2,6",,,,
"22,78","80,15","4,6","2,7",,,,
"22,8","80,23","4,7","2,7",,,,
"22,82","80,32","4,9","2,7",,,,
"22,84","80,39","4,9","2,7",,,,
"22,86","80,47",5,"2,7",,,,
"22,88","80,55",5,"2,7",,,,
"22,9","80,62","4,9","2,7",,,,
"22,92","80,7","4,8","2,7",,,,
"22,94","80,78","4,7","2,7",,,,
"22,96","80,87","4,6","2,7",,,,
"22,98","80,95","4,4","2,6",,,,
23,"81,03","4,1","2,6",,,,
"23,02","81,11","3,9","2,6",,,,
"23,04","81,18","3,7","2,6",,,,
"23,06","81,26","3,5","2,5",,,,
"23,08","81,35","3,2","2,5",,,,
"23,1","81,44","2,9","2,5",,,,
"23,12","81,53","2,6","2,4",,,,
"23,14","81,62","2,3","2,4",,,,
"23,16","81,72",2,"2,3",,,,
"23,18","81,82","1,8","2,2",,,,
"23,2","81,92","1,5","2,2",,,,
"23,22","82,03","1,3","2,1",,,,
"23,24","82,14","1,1",2,,,,
"23,26","82,25","0,9",2,,,,
"23,28","82,36","0,8","1,9",,,,
"23,3","82,47","0,8","1,9",,,,
"23,32","82,58","0,8","1,9",,,,
"23,34","82,69","0,8","1,9",,,,
"23,36","82,79","0,9","1,9",,,,
"23,38","82,9",1,2,,,,
"23,4","83,02","1,1",2,,,,
"23,42","83,14","1,2","2,1",,,,
"23,44","83,28","1,4","2,2",,,,
"23,46","83,43","1,6","2,2",,,,
"23,48","83,6","1,8","2,3",,,,
"23,5","83,75",2,"2,3",,,,
"23,52","83,89","2,1","2,3",,,,
"23,54","84,01","2,2","2,3",,,,
"23,56","84,12","2,2","2,3",,,,
"23,58","84,23","2,2","2,3",,,,
"23,6","84,35","2,1","2,3",,,,
"23,62","84,48","2,1","2,3",,,,
"23,64","84,6",2,"2,3",,,,
"23,66","84,73","1,8","2,3",,,,
"23,68","84,86","1,7","2,2",,,,
"23,7","84,99","1,6","2,2",,,,
"23,72","85,12","1,4","2,2",,,,
"23,74","85,25","1,3","2,1",,,,
"23,76","85,37","1,1","2,1",,,,
"23,78","85,5",1,2,,,,
"23,8","85,61","0,9",2,,,,
"23,82","85,74","0,9","1,9",,,,
"23,84","85,86","0,8","1,9",,,,
"23,86","85,98","0,8","1,9",,,,
"23,88","86,11","0,8","1,9",,,,
"23,9","86,23","0,8","1,9",,,,
"23,92","86,35","0,8","1,9",,,,
"23,94","86,48","0,9","1,9",,,,
"23,96","86,6","0,9",2,,,,
"23,98","86,72",1,2,,,,
24,"86,84","1,1",2,,,,
"24,02","86,96","1,2","2,1",,,,
"24,04","87,08","1,2","2,1",,,,
"24,06","87,19","1,3","2,1",,,,
"24,08","87,31","1,3","2,1",,,,
"24,1","87,42","1,4","2,1",,,,
"24,12","87,52","1,4","2,2",,,,
"24,14","87,61","1,5","2,2",,,,
"24,16","87,69","1,5","2,2",,,,
"24,18","87,76","1,5","2,2",,,,
"24,2","87,82","1,5","2,2",,,,
"24,22","87,87","1,5","2,2",,,,
"24,24","87,91","1,5","2,2",,,,
"24,26","87,95","1,5","2,2",,,,
"24,28","87,98","1,4","2,2",,,,
"24,3","88,02","1,4","2,2",,,,
"24,32","88,07","1,4","2,2",,,,
"24,34","88,13","1,4","2,2",,,,
"24,36","88,22","1,4","2,1",,,,
"24,38","88,32","1,4","2,1",,,,
"24,4","88,45","1,3","2,1",,,,
"24,42","88,6","1,2","2,1",,,,
"24,44","88,75","1,1","2,1",,,,
"24,46","88,9",1,2,,,,
"24,48",89,1,2,,,,
"24,5","89,09","0,9",2,,,,
"24,52","89,18","0,9",2,,,,
"24,54","89,27","0,9","1,9",,,,
"24,56","89,39","0,8","1,9",,,,
"24,58","89,51","0,8","1,9",,,,
"24,6","89,61","0,8","1,9",,,,
"24,62","89,71","0,8","1,9",,,,
"24,64","89,82","0,8","1,9",,,,
"24,66","89,92","0,8","1,9",,,,
"24,68","90,02","0,8","1,9",,,,
"24,7","90,11","0,8","1,9",,,,
"24,72","90,2","0,8","1,9",,,,
"24,74","90,29","0,9","1,9",,,,
"24,76","90,38","0,9",2,,,,
"24,78","90,47","0,9",2,,,,
"24,8","90,56",1,2,,,,
"24,82","90,66",1,2,,,,
"24,84","90,76",1,2,,,,
