Time (s) Run #1,Position (mm) Run #1,Light Intensity (%) Run #1,Log of Light Intensity Run #1,,,,"ampiezza fenditure: 0,08 mm"
"23,46","90,87","0,7","1,9",,,,
"23,48","90,97","0,8","1,9",,,,
"23,5","91,07","0,9","1,9",,,,
"23,52","91,16","0,9",2,,,,
"23,54","91,25","0,9",2,,,,
"23,56","91,34","0,9","1,9",,,,
"23,58","91,43","0,8","1,9",,,,
"23,6","91,52","0,7","1,9",,,,
"23,62","91,61","0,7","1,8",,,,
"23,64","91,7","0,7","1,8",,,,
"23,66","91,79","0,8","1,9",,,,
"23,68","91,89",1,2,,,,
"23,7","91,98","1,2","2,1",,,,
"23,72","92,08","1,5","2,2",,,,
"23,74","92,19","1,7","2,2",,,,
"23,76","92,29","1,7","2,2",,,,
"23,78","92,39","1,5","2,2",,,,
"23,8","92,47","1,2","2,1",,,,
"23,82","92,56",1,2,,,,
"23,84","92,65","0,8","1,9",,,,
"23,86","92,74","0,6","1,8",,,,
"23,88","92,82","0,7","1,9",,,,
"23,9","92,89","0,9",2,,,,
"23,92","92,96","1,2","2,1",,,,
"23,94","93,02","1,4","2,2",,,,
"23,96","93,08","1,7","2,2",,,,
"23,98","93,15",2,"2,3",,,,
24,"93,21","2,1","2,3",,,,
"24,02","93,27","2,2","2,3",,,,
"24,04","93,34","2,3","2,4",,,,
"24,06","93,42","2,1","2,3",,,,
"24,08","93,5","1,9","2,3",,,,
"24,1","93,57","1,5","2,2",,,,
"24,12","93,64","1,2","2,1",,,,
"24,14","93,69",1,2,,,,
"24,16","93,73","0,9","1,9",,,,
"24,18","93,77","0,8","1,9",,,,
"24,2","93,81","0,7","1,9",,,,
"24,22","93,85","0,7","1,8",,,,
"24,24","93,9","0,7","1,9",,,,
"24,26","93,96","0,8","1,9",,,,
"24,28","94,02",1,2,,,,
"24,3","94,08","1,2","2,1",,,,
"24,32","94,14","1,5","2,2",,,,
"24,34","94,21","1,8","2,2",,,,
"24,36","94,28",2,"2,3",,,,
"24,38","94,35","2,2","2,3",,,,
"24,4","94,43","2,2","2,4",,,,
"24,42","94,5","2,1","2,3",,,,
"24,44","94,57","1,8","2,3",,,,
"24,46","94,66","1,5","2,2",,,,
"24,48","94,75","1,2","2,1",,,,
"24,5","94,85","0,8","1,9",,,,
"24,52","94,93","0,6","1,8",,,,
"24,54","95,01","0,7","1,8",,,,
"24,56","95,08","0,8","1,9",,,,
"24,58","95,16","0,9",2,,,,
"24,6","95,23","1,1",2,,,,
"24,62","95,3","1,3","2,1",,,,
"24,64","95,38","1,5","2,2",,,,
"24,66","95,45","1,5","2,2",,,,
"24,68","95,53","1,5","2,2",,,,
"24,7","95,61","1,4","2,2",,,,
"24,72","95,68","1,3","2,1",,,,
"24,74","95,76","1,1",2,,,,
"24,76","95,84","0,9",2,,,,
"24,78","95,92","0,8","1,9",,,,
"24,8",96,"0,7","1,8",,,,
"24,82","96,08","0,7","1,8",,,,
"24,84","96,17","0,7","1,8",,,,
"24,86","96,26","0,7","1,9",,,,
"24,88","96,36","0,8","1,9",,,,
"24,9","96,47","0,9","1,9",,,,
"24,92","96,58","0,9","1,9",,,,
"24,94","96,69","0,8","1,9",,,,
"24,96","96,83","0,8","1,9",,,,
"24,98","96,96","0,7","1,8",,,,
25,"97,09","0,7","1,8",,,,
"25,02","97,22","0,7","1,8",,,,
"25,04","97,36","0,7","1,8",,,,
"25,06","97,5","0,7","1,8",,,,
"25,08","97,65","0,7","1,8",,,,
"25,1","97,79","0,7","1,8",,,,
"25,12","97,92","0,7","1,9",,,,
"25,14","98,04","0,7","1,9",,,,
"25,16","98,15","0,8","1,9",,,,
"25,18","98,24","0,7","1,9",,,,
"25,2","98,34","0,7","1,8",,,,
"25,22","98,43","0,7","1,8",,,,
"25,24","98,51","0,7","1,8",,,,
"25,26","98,58","0,7","1,8",,,,
"25,28","98,65","0,7","1,8",,,,
"25,3","98,71","0,7","1,9",,,,
"25,32","98,78","0,8","1,9",,,,
"25,34","98,87","0,8","1,9",,,,
"25,36","98,98",1,2,,,,
"25,38","99,1","1,1",2,,,,
"25,4","99,22","1,2","2,1",,,,
"25,42","99,32","1,1",2,,,,
"25,44","99,4",1,2,,,,
"25,46","99,49","0,9","1,9",,,,
"25,48","99,57","0,8","1,9",,,,
"25,5","99,66","0,7","1,8",,,,
"25,52","99,73","0,6","1,8",,,,
"25,54","99,8","0,7","1,8",,,,
"25,56","99,87","0,8","1,9",,,,
"25,58","99,96","0,9","1,9",,,,
"25,6","100,04",1,2,,,,
"25,62","100,12","1,2","2,1",,,,
"25,64","100,19","1,3","2,1",,,,
"25,66","100,27","1,4","2,1",,,,
"25,68","100,34","1,4","2,2",,,,
"25,7","100,43","1,4","2,1",,,,
"25,72","100,53","1,2","2,1",,,,
"25,74","100,64",1,2,,,,
"25,76","100,74","0,8","1,9",,,,
"25,78","100,85","0,6","1,8",,,,
"25,8","100,97","0,7","1,8",,,,
"25,82","101,08","0,8","1,9",,,,
"25,84","101,18",1,2,,,,
"25,86","101,29","1,3","2,1",,,,
"25,88","101,39","1,4","2,1",,,,
"25,9","101,49","1,4","2,1",,,,
"25,92","101,59","1,3","2,1",,,,
"25,94","101,69","1,1",2,,,,
"25,96","101,8","0,9","1,9",,,,
"25,98","101,91","0,7","1,8",,,,
26,"102,02","0,6","1,8",,,,
"26,02","102,12","0,7","1,8",,,,
"26,04","102,22","0,8","1,9",,,,
"26,06","102,3","0,9","1,9",,,,
"26,08","102,36",1,2,,,,
"26,1","102,4",1,2,,,,
"26,12","102,44",1,2,,,,
"26,14","102,46","1,1",2,,,,
"26,16","102,49",1,2,,,,
"26,18","102,51",1,2,,,,
"26,2","102,54",1,2,,,,
"26,22","102,57",1,2,,,,
"26,24","102,62",1,2,,,,
"26,26","102,67",1,2,,,,
"26,28","102,73","0,9",2,,,,
"26,3","102,8","0,9","1,9",,,,
"26,32","102,87","0,8","1,9",,,,
"26,34","102,94","0,7","1,9",,,,
"26,36","103,01","0,7","1,8",,,,
"26,38","103,08","0,7","1,8",,,,
"26,4","103,15","0,7","1,8",,,,
"26,42","103,21","0,7","1,8",,,,
"26,44","103,28","0,7","1,8",,,,
"26,46","103,35","0,7","1,8",,,,
"26,48","103,43","0,7","1,9",,,,
"26,5","103,51","0,7","1,9",,,,
"26,52","103,6","0,7","1,9",,,,
"26,54","103,7","0,7","1,9",,,,
"26,56","103,8","0,7","1,9",,,,
"26,58","103,91","0,7","1,8",,,,
"26,6",104,"0,7","1,8",,,,
"26,62","104,09","0,6","1,8",,,,
"26,64","104,16","0,6","1,8",,,,
"26,66","104,23","0,7","1,8",,,,
"26,68","104,3","0,6","1,8",,,,
"26,7","104,36","0,6","1,8",,,,
"26,72","104,43","0,7","1,8",,,,
"26,74","104,5","0,7","1,8",,,,
"26,76","104,56","0,7","1,8",,,,
"26,78","104,63","0,7","1,8",,,,
"26,8","104,7","0,7","1,8",,,,
"26,82","104,76","0,7","1,8",,,,
"26,84","104,82","0,6","1,8",,,,
"26,86","104,88","0,7","1,8",,,,
"26,88","104,95","0,7","1,8",,,,
"26,9","105,01","0,7","1,8",,,,
"26,92","105,08","0,7","1,8",,,,
"26,94","105,15","0,7","1,8",,,,
"26,96","105,22","0,7","1,8",,,,
"26,98","105,29","0,6","1,8",,,,
27,"105,37","0,6","1,8",,,,
"27,02","105,44","0,6","1,8",,,,
"27,04","105,51","0,7","1,8",,,,
"27,06","105,59","0,7","1,8",,,,
"27,08","105,66","0,7","1,8",,,,
"27,1","105,74","0,7","1,9",,,,
"27,12","105,83","0,8","1,9",,,,
"27,14","105,91","0,8","1,9",,,,
"27,16","105,99","0,8","1,9",,,,
"27,18","106,07","0,8","1,9",,,,
"27,2","106,15","0,8","1,9",,,,
"27,22","106,23","0,8","1,9",,,,
"27,24","106,31","0,8","1,9",,,,
"27,26","106,39","0,7","1,9",,,,
"27,28","106,47","0,7","1,8",,,,
"27,3","106,55","0,6","1,8",,,,
"27,32","106,64","0,6","1,8",,,,
"27,34","106,72","0,7","1,8",,,,
"27,36","106,81","0,7","1,9",,,,
"27,38","106,9","0,8","1,9",,,,
"27,4","106,99","0,9",2,,,,
"27,42","107,08",1,2,,,,
"27,44","107,18","1,1",2,,,,
"27,46","107,28","1,1",2,,,,
"27,48","107,38",1,2,,,,
"27,5","107,49","0,9","1,9",,,,
"27,52","107,6","0,7","1,9",,,,
"27,54","107,71","0,6","1,8",,,,
"27,56","107,82","0,6","1,8",,,,
"27,58","107,92","0,7","1,8",,,,
"27,6","108,02","0,8","1,9",,,,
"27,62","108,12",1,2,,,,
"27,64","108,21","1,1",2,,,,
"27,66","108,29","1,1",2,,,,
"27,68","108,38","1,1","2,1",,,,
"27,7","108,48","1,1",2,,,,
"27,72","108,58",1,2,,,,
"27,74","108,67","0,9","1,9",,,,
"27,76","108,77","0,7","1,9",,,,
"27,78","108,85","0,7","1,8",,,,
"27,8","108,92","0,6","1,8",,,,
"27,82","108,99","0,6","1,8",,,,
"27,84","109,05","0,7","1,8",,,,
"27,86","109,11","0,7","1,8",,,,
"27,88","109,16","0,7","1,9",,,,
"27,9","109,22","0,8","1,9",,,,
"27,92","109,28","0,8","1,9",,,,
"27,94","109,35","0,9","1,9",,,,
"27,96","109,43","0,9",2,,,,
"27,98","109,51","0,9",2,,,,
28,"109,59","0,9",2,,,,
"28,02","109,67","0,9",2,,,,
"28,04","109,75","0,8","1,9",,,,
"28,06","109,83","0,8","1,9",,,,
"28,08","109,92","0,7","1,9",,,,
"28,1","110,01","0,7","1,8",,,,
"28,12","110,11","0,6","1,8",,,,
"28,14","110,2","0,6","1,8",,,,
"28,16","110,28","0,6","1,8",,,,
"28,18","110,36","0,7","1,8",,,,
"28,2","110,44","0,7","1,8",,,,
"28,22","110,53","0,7","1,8",,,,
"28,24","110,61","0,7","1,9",,,,
"28,26","110,7","0,7","1,9",,,,
"28,28","110,78","0,7","1,8",,,,
"28,3","110,86","0,7","1,8",,,,
"28,32","110,94","0,7","1,8",,,,
"28,34","111,03","0,7","1,8",,,,
"28,36","111,11","0,6","1,8",,,,
"28,38","111,2","0,6","1,8",,,,
"28,4","111,29","0,6","1,8",,,,
"28,42","111,37","0,6","1,8",,,,
"28,44","111,46","0,6","1,8",,,,
"28,46","111,54","0,6","1,8",,,,
"28,48","111,62","0,6","1,8",,,,
"28,5","111,7","0,6","1,8",,,,
"28,52","111,76","0,6","1,8",,,,
"28,54","111,83","0,6","1,8",,,,
"28,56","111,89","0,6","1,8",,,,
"28,58","111,96","0,6","1,8",,,,
"28,6","112,03","0,6","1,8",,,,
"28,62","112,1","0,6","1,8",,,,
"28,64","112,17","0,6","1,8",,,,
"28,66","112,25","0,6","1,8",,,,
"28,68","112,33","0,6","1,8",,,,
"28,7","112,39","0,6","1,8",,,,
"28,72","112,44","0,6","1,8",,,,
"28,74","112,48","0,6","1,8",,,,
"28,76","112,52","0,6","1,8",,,,
"28,78","112,55","0,6","1,8",,,,
"28,8","112,57","0,6","1,8",,,,
"28,82","112,59","0,6","1,8",,,,
"28,84","112,62","0,6","1,8",,,,
"28,86","112,66","0,6","1,8",,,,
"28,88","112,71","0,7","1,8",,,,
"28,9","112,76","0,7","1,8",,,,
"28,92","112,82","0,7","1,8",,,,
"28,94","112,89","0,7","1,8",,,,
"28,96","112,96","0,7","1,8",,,,
"28,98","113,04","0,7","1,9",,,,
29,"113,12","0,7","1,9",,,,
"29,02","113,2","0,7","1,9",,,,
"29,04","113,27","0,7","1,9",,,,
"29,06","113,33","0,7","1,8",,,,
"29,08","113,39","0,7","1,8",,,,
"29,1","113,45","0,7","1,8",,,,
"29,12","113,51","0,6","1,8",,,,
"29,14","113,58","0,6","1,8",,,,
"29,16","113,64","0,6","1,8",,,,
"29,18","113,7","0,7","1,8",,,,
"29,2","113,76","0,7","1,8",,,,
"29,22","113,84","0,7","1,9",,,,
"29,24","113,92","0,8","1,9",,,,
"29,26","114,01","0,8","1,9",,,,
"29,28","114,09","0,9","1,9",,,,
"29,3","114,18","0,9",2,,,,
"29,32","114,25","0,9","1,9",,,,
"29,34","114,29","0,9","1,9",,,,
"29,36","114,34","0,8","1,9",,,,
"29,38","114,39","0,8","1,9",,,,
"29,4","114,44","0,8","1,9",,,,
"29,42","114,51","0,7","1,9",,,,
"29,44","114,57","0,7","1,8",,,,
"29,46","114,64","0,6","1,8",,,,
"29,48","114,7","0,6","1,8",,,,
"29,5","114,76","0,6","1,8",,,,
"29,52","114,83","0,7","1,8",,,,
"29,54","114,89","0,7","1,9",,,,
"29,56","114,97","0,8","1,9",,,,
"29,58","115,04","0,8","1,9",,,,
"29,6","115,12","0,9","1,9",,,,
"29,62","115,21","0,9",2,,,,
"29,64","115,3",1,2,,,,
"29,66","115,38","0,9",2,,,,
"29,68","115,46","0,9","1,9",,,,
"29,7","115,54","0,8","1,9",,,,
"29,72","115,62","0,7","1,9",,,,
"29,74","115,72","0,7","1,8",,,,
"29,76","115,81","0,6","1,8",,,,
"29,78","115,91","0,6","1,8",,,,
"29,8","116,01","0,7","1,8",,,,
"29,82","116,11","0,7","1,9",,,,
"29,84","116,21","0,8","1,9",,,,
"29,86","116,31","0,8","1,9",,,,
"29,88","116,41","0,8","1,9",,,,
"29,9","116,51","0,8","1,9",,,,
"29,92","116,61","0,8","1,9",,,,
"29,94","116,7","0,7","1,9",,,,
"29,96","116,8","0,7","1,8",,,,
"29,98","116,91","0,6","1,8",,,,
30,"117,02","0,6","1,8",,,,
"30,02","117,12","0,6","1,8",,,,
"30,04","117,23","0,6","1,8",,,,
"30,06","117,33","0,7","1,8",,,,
"30,08","117,44","0,7","1,8",,,,
"30,1","117,55","0,7","1,8",,,,
"30,12","117,68","0,7","1,8",,,,
"30,14","117,83","0,7","1,8",,,,
"30,16","118,01","0,6","1,8",,,,
"30,18","118,2","0,6","1,8",,,,
"30,2","118,38","0,6","1,8",,,,
"30,22","118,54","0,6","1,8",,,,
"30,24","118,66","0,6","1,8",,,,
"30,26","118,75","0,6","1,8",,,,
"30,28","118,83","0,6","1,8",,,,
"30,3","118,91","0,6","1,8",,,,
"30,32","118,98","0,6","1,8",,,,
"30,34","119,05","0,6","1,8",,,,
"30,36","119,13","0,6","1,8",,,,
"30,38","119,23","0,6","1,8",,,,
"30,4","119,34","0,6","1,8",,,,
"30,42","119,46","0,6","1,8",,,,
"30,44","119,57","0,6","1,8",,,,
"30,46","119,67","0,6","1,8",,,,
"30,48","119,75","0,6","1,8",,,,
"30,5","119,85","0,6","1,8",,,,
"30,52","119,95","0,7","1,8",,,,
"30,54","120,05","0,7","1,8",,,,
"30,56","120,15","0,7","1,8",,,,
"30,58","120,24","0,7","1,8",,,,
"30,6","120,32","0,7","1,8",,,,
"30,62","120,41","0,7","1,8",,,,
"30,64","120,49","0,6","1,8",,,,
"30,66","120,58","0,6","1,8",,,,
"30,68","120,66","0,6","1,8",,,,
"30,7","120,75","0,6","1,8",,,,
"30,72","120,84","0,7","1,8",,,,
"30,74","120,93","0,7","1,8",,,,
"30,76","121,02","0,7","1,9",,,,
"30,78","121,11","0,8","1,9",,,,
"30,8","121,2","0,8","1,9",,,,
"30,82","121,28","0,8","1,9",,,,
"30,84","121,36","0,8","1,9",,,,
"30,86","121,42","0,7","1,9",,,,
"30,88","121,48","0,7","1,9",,,,
"30,9","121,53","0,7","1,8",,,,
"30,92","121,58","0,7","1,8",,,,
"30,94","121,63","0,7","1,8",,,,
"30,96","121,67","0,6","1,8",,,,
"30,98","121,71","0,6","1,8",,,,
31,"121,75","0,6","1,8",,,,
"31,02","121,79","0,6","1,8",,,,
"31,04","121,84","0,6","1,8",,,,
"31,06","121,89","0,6","1,8",,,,
"31,08","121,94","0,7","1,8",,,,
"31,1",122,"0,7","1,8",,,,
"31,12","122,06","0,7","1,9",,,,
"31,14","122,12","0,8","1,9",,,,
"31,16","122,18","0,8","1,9",,,,
"31,18","122,24","0,8","1,9",,,,
"31,2","122,31","0,8","1,9",,,,
"31,22","122,38","0,8","1,9",,,,
"31,24","122,46","0,8","1,9",,,,
"31,26","122,54","0,8","1,9",,,,
"31,28","122,62","0,7","1,9",,,,
"31,3","122,7","0,7","1,8",,,,
"31,32","122,78","0,6","1,8",,,,
"31,34","122,86","0,6","1,8",,,,
"31,36","122,95","0,6","1,8",,,,
"31,38","123,03","0,6","1,8",,,,
"31,4","123,1","0,7","1,8",,,,
"31,42","123,17","0,7","1,8",,,,
"31,44","123,23","0,7","1,9",,,,
"31,46","123,3","0,8","1,9",,,,
"31,48","123,37","0,8","1,9",,,,
"31,5","123,44","0,8","1,9",,,,
"31,52","123,52","0,8","1,9",,,,
"31,54","123,62","0,7","1,9",,,,
"31,56","123,73","0,7","1,8",,,,
"31,58","123,87","0,7","1,8",,,,
"31,6","124,02","0,6","1,8",,,,
"31,62","124,17","0,6","1,8",,,,
"31,64","124,33","0,6","1,8",,,,
"31,66","124,47","0,7","1,8",,,,
"31,68","124,6","0,7","1,8",,,,
"31,7","124,73","0,7","1,8",,,,
"31,72","124,87","0,6","1,8",,,,
"31,74",125,"0,6","1,8",,,,
"31,76","125,13","0,6","1,8",,,,
"31,78","125,24","0,6","1,8",,,,
"31,8","125,34","0,6","1,8",,,,
"31,82","125,44","0,6","1,8",,,,
"31,84","125,54","0,6","1,8",,,,
"31,86","125,64","0,6","1,8",,,,
"31,88","125,74","0,6","1,8",,,,
"31,9","125,84","0,6","1,8",,,,
"31,92","125,95","0,6","1,8",,,,
"31,94","126,05","0,6","1,8",,,,
"31,96","126,15","0,6","1,8",,,,
"31,98","126,25","0,7","1,8",,,,
32,"126,36","0,6","1,8",,,,
"32,02","126,47","0,6","1,8",,,,
"32,04","126,58","0,6","1,8",,,,
"32,06","126,69","0,6","1,8",,,,
"32,08","126,8","0,6","1,8",,,,
"32,1","126,91","0,6","1,8",,,,
"32,12","127,02","0,6","1,8",,,,
"32,14","127,13","0,7","1,8",,,,
"32,16","127,23","0,6","1,8",,,,
"32,18","127,33","0,6","1,8",,,,
"32,2","127,44","0,6","1,8",,,,
"32,22","127,54","0,6","1,8",,,,
"32,24","127,65","0,6","1,8",,,,
"32,26","127,76","0,6","1,8",,,,
"32,28","127,88","0,7","1,8",,,,
"32,3","127,99","0,7","1,9",,,,
"32,32","128,11","0,7","1,9",,,,
"32,34","128,22","0,7","1,9",,,,
"32,36","128,33","0,7","1,8",,,,
"32,38","128,44","0,7","1,8",,,,
"32,4","128,54","0,6","1,8",,,,
"32,42","128,63","0,6","1,8",,,,
"32,44","128,7","0,6","1,8",,,,
"32,46","128,77","0,6","1,8",,,,
"32,48","128,82","0,6","1,8",,,,
"32,5","128,87","0,6","1,8",,,,
"32,52","128,93","0,7","1,8",,,,
"32,54","129,01","0,7","1,8",,,,
"32,56","129,09","0,7","1,9",,,,
"32,58","129,18","0,8","1,9",,,,
"32,6","129,26","0,8","1,9",,,,
"32,62","129,34","0,8","1,9",,,,
"32,64","129,41","0,8","1,9",,,,
"32,66","129,48","0,8","1,9",,,,
"32,68","129,53","0,7","1,9",,,,
"32,7","129,59","0,7","1,9",,,,
"32,72","129,64","0,7","1,8",,,,
"32,74","129,69","0,7","1,8",,,,
"32,76","129,75","0,7","1,8",,,,
"32,78","129,81","0,6","1,8",,,,
"32,8","129,87","0,6","1,8",,,,
"32,82","129,94","0,6","1,8",,,,
"32,84","130,03","0,6","1,8",,,,
"32,86","130,11","0,7","1,8",,,,
"32,88","130,21","0,7","1,8",,,,
"32,9","130,3","0,7","1,9",,,,
"32,92","130,4","0,8","1,9",,,,
"32,94","130,5","0,8","1,9",,,,
"32,96","130,62","0,8","1,9",,,,
"32,98","130,74","0,7","1,8",,,,
33,"130,86","0,6","1,8",,,,
"33,02","130,98","0,6","1,8",,,,
"33,04","131,11","0,6","1,8",,,,
"33,06","131,23","0,6","1,8",,,,
"33,08","131,35","0,6","1,8",,,,
"33,1","131,47","0,7","1,8",,,,
"33,12","131,59","0,7","1,8",,,,
"33,14","131,71","0,7","1,8",,,,
"33,16","131,83","0,7","1,8",,,,
"33,18","131,95","0,6","1,8",,,,
"33,2","132,07","0,6","1,8",,,,
"33,22","132,19","0,6","1,8",,,,
"33,24","132,3","0,6","1,8",,,,
"33,26","132,4","0,6","1,8",,,,
"33,28","132,49","0,6","1,8",,,,
"33,3","132,56","0,6","1,8",,,,
"33,32","132,64","0,6","1,8",,,,
"33,34","132,72","0,6","1,8",,,,
"33,36","132,8","0,6","1,8",,,,
"33,38","132,88","0,6","1,8",,,,
"33,4","132,95","0,6","1,8",,,,
"33,42","133,03","0,6","1,8",,,,
"33,44","133,1","0,6","1,8",,,,
"33,46","133,17","0,6","1,8",,,,
"33,48","133,25","0,6","1,8",,,,
"33,5","133,33","0,6","1,8",,,,
"33,52","133,4","0,6","1,8",,,,
"33,54","133,46","0,6","1,8",,,,
"33,56","133,52","0,6","1,8",,,,
"33,58","133,59","0,6","1,8",,,,
"33,6","133,66","0,6","1,8",,,,
"33,62","133,73","0,6","1,8",,,,
"33,64","133,79","0,6","1,8",,,,
"33,66","133,84","0,6","1,8",,,,
"33,68","133,89","0,6","1,8",,,,
"33,7","133,95","0,6","1,8",,,,
"33,72","134,02","0,6","1,8",,,,
"33,74","134,09","0,6","1,8",,,,
"33,76","134,17","0,6","1,8",,,,
"33,78","134,23","0,6","1,8",,,,
"33,8","134,29","0,6","1,8",,,,
"33,82","134,36","0,6","1,8",,,,
"33,84","134,44","0,6","1,8",,,,
"33,86","134,52","0,6","1,8",,,,
"33,88","134,59","0,6","1,8",,,,
"33,9","134,65","0,6","1,8",,,,
"33,92","134,7","0,6","1,8",,,,
"33,94","134,75","0,6","1,8",,,,
"33,96","134,79","0,6","1,8",,,,
"33,98","134,84","0,6","1,8",,,,
34,"134,89","0,7","1,8",,,,
"34,02","134,95","0,7","1,8",,,,
"34,04","135,01","0,7","1,8",,,,
"34,06","135,06","0,7","1,8",,,,
"34,08","135,12","0,7","1,8",,,,
"34,1","135,18","0,7","1,8",,,,
"34,12","135,24","0,7","1,8",,,,
"34,14","135,29","0,7","1,8",,,,
"34,16","135,35","0,6","1,8",,,,
"34,18","135,41","0,6","1,8",,,,
"34,2","135,46","0,6","1,8",,,,
"34,22","135,53","0,6","1,8",,,,
"34,24","135,59","0,6","1,8",,,,
"34,26","135,66","0,6","1,8",,,,
"34,28","135,73","0,6","1,8",,,,
"34,3","135,8","0,6","1,8",,,,
"34,32","135,88","0,6","1,8",,,,
"34,34","135,95","0,7","1,8",,,,
"34,36","136,02","0,7","1,8",,,,
"34,38","136,08","0,7","1,8",,,,
"34,4","136,14","0,7","1,9",,,,
"34,42","136,2","0,7","1,9",,,,
"34,44","136,26","0,7","1,9",,,,
"34,46","136,31","0,7","1,9",,,,
"34,48","136,36","0,7","1,9",,,,
"34,5","136,41","0,7","1,8",,,,
"34,52","136,45","0,7","1,8",,,,
"34,54","136,49","0,7","1,8",,,,
"34,56","136,52","0,7","1,8",,,,
"34,58","136,57","0,7","1,8",,,,
"34,6","136,61","0,6","1,8",,,,
"34,62","136,65","0,6","1,8",,,,
"34,64","136,69","0,6","1,8",,,,
"34,66","136,73","0,6","1,8",,,,
"34,68","136,79","0,6","1,8",,,,
"34,7","136,85","0,6","1,8",,,,
"34,72","136,91","0,6","1,8",,,,
"34,74","136,98","0,6","1,8",,,,
"34,76","137,06","0,7","1,8",,,,
"34,78","137,13","0,7","1,8",,,,
"34,8","137,2","0,7","1,8",,,,